timesteps,rewards
100,-0.022858224454103036
200,-0.5276371429790743
300,-0.14912009367835707
400,-0.021272555528969152
500,-0.010156340613634863
600,-0.004537203026786439
700,-0.0089368027555323
800,-0.07611983397020054
900,-0.05356426031725299
1000,-0.08014674210589874
1100,-0.08963670306839049
1200,-0.006685629265460144
1300,-0.002439849286085074
1400,-0.0018173997636979303
1500,-0.12102551690586552
1600,-0.008786793437915968
1700,-0.07064465299590665
1800,-0.007091280976257508
1900,-0.13648237676825375
2000,-0.004296095977829772
2100,-0.005567726522957672
2200,-0.15028994726308156
2300,-0.09011062291920098
2400,-0.024588553032609227
2500,-0.1827509424991149
2600,-0.01731494457435474
2700,-0.1288177997637831
2800,-0.007149891533388584
2900,-0.020022964839256474
3000,-0.03580177622225165
3100,-0.0008541595673354167
3200,-0.03421904582755815
3300,-0.0006187385077383522
3400,-0.011967350752274796
3500,-0.0023920052857925606
3600,-0.08816905717685586
3700,-0.06572895981735201
3800,-0.03553928378059936
3900,-0.007596055967587745
4000,-0.018172662340657553
4100,-0.02579005717434484
4200,-0.061712113205430796
4300,-0.04196894275373779
4400,-0.05781394001314766
4500,-0.009693353461234722
4600,-0.0018962529504111235
4700,-0.01337857119524415
4800,-0.0019126751064382952
4900,-0.03670681493385928
5000,-0.00506454432843384
5100,-0.016447361919927062
5200,-0.0024664936835904427
5300,-0.07388671869266546
5400,-0.00026946319254766494
5500,-0.004674777585114498
5600,-0.008488818886416994
5700,-0.0722754636357422
5800,-0.06367519364794134
5900,-0.0026850518949004254
6000,-0.008211640643003193
6100,-0.00015888256969756042
6200,-0.09972155322902836
6300,-0.08838500168349128
6400,-0.002898550723784865
6500,-0.1429992954363115
6600,-0.0001261301398066017
6700,-0.0001430019645445646
6800,-0.015357346245946247
6900,-0.002673111510188164
7000,-0.0010521140960124457
7100,-0.017626628499056097
7200,-0.021932491756342643
7300,-0.0029321553402951394
7400,-0.0024230375965544225
7500,-0.0035618740317659102
7600,-0.0006178239796454932
7700,-0.011870457835323122
7800,-0.0051633764751424765
7900,-0.007897595447646712
8000,-0.008950113277205674
8100,-0.01306291023488484
8200,-0.0006311825927845583
8300,-0.0068054021452783635
8400,-0.00906024146566187
8500,-0.06542116162272578
