timesteps,rewards
100,-1.0023989433189855
200,-0.010072594981284055
300,-0.10659555773600005
400,-0.03985017579761916
500,-0.09984321288611682
600,-0.24260970059549436
700,-0.010575513226262956
800,-0.07730945583316498
900,-0.023680905369838003
1000,-0.013191004192094624
1100,-0.01131397580693374
1200,-0.011113261095670169
1300,-0.020476386869631824
1400,-0.0024930715156187945
1500,-0.0009045073381855673
1600,-0.13065584811993175
1700,-0.003611179297695344
1800,-8.515397985551947e-05
1900,-0.00017297120184038832
2000,-0.005844184453280832
2100,-0.0039045752647211885
2200,-0.0020331397297468357
2300,-0.0037155813194431177
2400,-0.00047916179411231494
2500,-0.1294267854449572
2600,-2.9973269929487144e-05
2700,-0.006519809972360235
2800,-0.0009121311419562517
2900,-0.030194008756734548
3000,-0.01365330067001196
3100,-0.2177524259313941
3200,-0.010723685043558362
3300,-0.03646832452650415
3400,-0.04904583743409603
3500,-0.0006270247920610927
3600,-0.0016739152491027198
3700,-0.054168835345626574
3800,-0.02268480360544345
3900,-0.006194309020884248
4000,-0.011752197759415139
4100,-0.005507919772753667
4200,-0.0012760644041918568
4300,-0.005241368224960752
4400,-0.032122057364540525
4500,-0.023535217346216088
4600,-0.010672469972632825
4700,-0.005267808273219998
4800,-0.023760925684837276
4900,-0.20025103181251325
5000,-0.014631159203236165
5100,-0.0011226251017433242
5200,-0.03560506575668114
5300,-0.04025797313115618
5400,-0.000528181545133086
5500,-0.0001892007659326927
5600,-0.02273765746904246
5700,-0.029171545114877517
5800,-0.01632139163775719
5900,-0.081330004602205
6000,-0.0003199202193400197
6100,-0.0950091934428201
6200,-0.0006150668117783197
6300,-0.05200412055710331
6400,-0.00037740973003658077
6500,-0.0003902721236205053
6600,-0.0019647897446759544
6700,-0.08825635242683347
6800,-0.01382274095685716
6900,-0.005384234196208126
7000,-0.08948850903543644
7100,-0.03645349421931314
7200,-8.101832407643172e-05
7300,-0.0010584347164638076
7400,-0.07679726803908124
7500,-0.002561530770816489
7600,-0.037170289769710506
7700,-0.01147962193181229
7800,-0.047395808178407606
7900,-0.00019839232225964408
8000,-0.0003903413344821128
8100,-0.025949224129362847
8200,-0.08914386056130752
8300,-0.04311042273620842
8400,-0.0019416269502698924
8500,-0.035111577425414
8600,-3.934489437828722e-05
8700,-0.006637370978751278
8800,-0.0030182933862306525
8900,-0.04137863417636254
9000,-0.0020317055010082184
9100,-0.008892919195841387
9200,-0.023078231886029244
9300,-0.01284227551677759
9400,-0.0004951053176075748
9500,-0.002370699276548294
9600,-0.007240371143507218
9700,-0.010600452424932882
9800,-0.0016909249647625302
9900,-0.0007693470612550806
10000,-0.006581412293326139
10100,-0.00753490887254884
10200,-0.01219715656243352
10300,-0.016244503709276614
10400,-0.014160402383640757
10500,-9.534458222369233e-05
10600,-0.0017876395641792443
10700,-0.000919331722966527
10800,-0.014572832451813155
10900,-0.004533769702686641
11000,-0.10635609760065563
11100,-0.0011635731217351732
11200,-0.0001809257385597456
11300,-0.007520840387132921
11400,-0.005020794889787794
11500,-0.0009904188010147071
11600,-0.0001611687310289969
11700,-0.012858696423791116
11800,-0.013481210993177228
11900,-0.036920118849593564
12000,-0.00011424220881748252
12100,-0.00084492884848828
12200,-0.005692402862223389
12300,-0.0018342068379070043
12400,-0.0004885648223692307
12500,-0.0036189262751463503
12600,-0.00811711404212474
12700,-0.009417816122822841
12800,-0.002182988541034832
12900,-0.0012613372742744742
13000,-0.03213720830972307
13100,-0.008687287288239531
13200,-0.008992700789167429
13300,-0.0005589910155127911
13400,-0.0030635076613236834
13500,-0.008148641278239666
13600,-0.031278177823696754
13700,-0.0002990157840023452
13800,-0.0006255476345437054
13900,-0.003271012460277234
14000,-0.01619712667525164
14100,-0.00023780013654043858
14200,-0.0077650657643971496
14300,-0.0029797818409747377
14400,-0.012519038411119255
14500,-0.006554847424240506
14600,-0.0022417246078134667
14700,-0.010144920436778193
14800,-0.009275356037596794
14900,-0.010146026438178524
15000,-0.033234287267259785
15100,-0.02293354441426345
15200,-0.01601435613592912
15300,-0.005858530438808884
15400,-0.009258547975514375
15500,-0.019609109443626947
15600,-0.004419186187192281
15700,-0.020190946486400206
15800,-0.0183346061328848
15900,-0.0008687163042757184
16000,-0.003020151371515567
16100,-0.0030513908492594056
16200,-0.00032681381046738566
16300,-0.002060136933693002
16400,-0.010514232076729968
16500,-0.011656029414734804
16600,-0.006689036198804388
16700,-0.001692808569612552
16800,-0.00465407570145544
16900,-0.0002891727570567452
17000,-0.01008937786300521
17100,-0.0002603427753545068
17200,-0.002923226539303414
17300,-0.0006124450854726026
17400,-0.00795344668904363
17500,-0.003114851059353896
17600,-0.00046225879450705504
17700,-0.003970792479935881
17800,-0.007630465694091981
17900,-0.014820585036795819
18000,-0.00046297421227037294
18100,-0.0010842819133148802
18200,-0.015937020938235947
18300,-0.010023488172919315
18400,-0.003224693104323251
18500,-0.003821835165979337
18600,-0.017202148698743258
18700,-0.0006634475146389304
18800,-0.003560598657350056
18900,-0.00016745862521492426
19000,-0.0031914534693271435
19100,-0.007522821329393992
19200,-0.008311369474586171
19300,-0.0005031845202977012
19400,-0.02274267921966384
19500,-0.007475667575590705
19600,-0.005848810159432105
19700,-0.0058735780409733705
19800,-0.002112003990467315
19900,-0.0004159227523076954
20000,-0.004265662035948026
20100,-0.001877548577908783
20200,-0.0032534015832936802
20300,-0.0013003009056669346
20400,-0.0002287600714348717
20500,-0.008935155997414767
20600,-0.0002859992381869371
20700,-0.00033976305099167023
20800,-0.0005981812881037054
20900,-0.0018928594606904881
21000,-0.00030542929189875383
21100,-0.004030292948800707
21200,-0.0003046744150631442
21300,-0.007067928505603049
21400,-0.0013773434112465566
21500,-0.011655381293167011
21600,-0.00019684205807586364
21700,-0.008496736041615804
21800,-0.0004779402475228454
21900,-0.00041603704037417033
22000,-0.00023606105738151572
22100,-0.002910088770704533
22200,-0.002371553180819319
22300,-0.02126349471436697
22400,-0.0028494072053945273
22500,-0.00583929701233501
22600,-0.012996097131144779
22700,-0.00035015992530040374
22800,-0.0003577760822160769
22900,-0.005118450406916964
23000,-0.006958160558497184
