timesteps,rewards
100,-1284.3512903541327
200,-1154.7938457652926
300,-1108.041630113125
400,-1334.237825122848
500,-1569.8207078933715
600,-1587.7171003699302
700,-1514.2044446766376
800,-1588.2134419202805
900,-1471.866163314879
1000,-1532.353793299198
1100,-1490.6861882418393
1200,-1461.0915286898612
1300,-1405.7782240204513
1400,-1256.0235975464807
1500,-1319.8186540007591
1600,-1318.4708152770995
1700,-1255.5554396301509
1800,-1145.1902525894343
1900,-1195.4307874679566
2000,-1110.098048235476
2100,-1013.87042350173
2200,-983.4881739668548
2300,-924.1530922293663
2400,-890.910486471653
2500,-734.9658331155777
2600,-569.101303965738
2700,-526.7375905554625
2800,-967.8172007143497
2900,-673.8589756048052
3000,-734.3413757252041
3100,-1095.613959632814
3200,-1073.99791418612
3300,-954.0612833939492
3400,-1118.3055590286851
3500,-1011.2235077998834
3600,-921.0734724089504
3700,-436.01856289768966
3800,-441.14851771332326
3900,-837.5817112752586
4000,-334.61049544999844
4100,-485.12374603513746
4200,-174.11961530906848
4300,-387.0344212470576
4400,-99.70542820279952
4500,-203.59654890145174
4600,-142.9404300616181
4700,-168.76993269693338
4800,-75.9166400596121
4900,-120.21160289028776
5000,-141.62796658976603
5100,-121.40929209116439
5200,-211.78053158428958
5300,-98.05862945356057
5400,-143.8169834866666
5500,-139.1503324120349
5600,-174.1742875648044
5700,-73.34118317667962
5800,-147.21830297516186
5900,-210.6039558265067
6000,-142.87464633580967
6100,-168.01184661653824
6200,-74.90028147826297
6300,-175.21645547448264
6400,-139.78511574857438
6500,-222.8448869134163
6600,-99.97202983653483
6700,-244.8797621263453
6800,-160.43228680652592
6900,-148.84876683998883
7000,-118.90636911532056
7100,-148.88923582958085
7200,-121.54582272718616
7300,-185.1966714317432
7400,-142.1347618355434
7500,-152.71502593577753
7600,-215.7934640886634
7700,-98.96387174155389
7800,-188.5270691651196
7900,-118.95824300536097
8000,-95.00285409922944
8100,-155.16792853717052
8200,-170.94320228302968
8300,-120.51479372404283
8400,-121.13567976678705
8500,-166.87373653674732
8600,-196.5535128550895
8700,-116.90273802507
8800,-142.81893259557654
8900,-142.1503885941238
9000,-48.46954401665498
9100,-119.41327304414008
9200,-142.45291531116104
9300,-117.159212101929
9400,-141.9617664448946
9500,-71.85957842335901
9600,-71.09229527543648
9700,-167.80511167712976
9800,-169.73644033781548
9900,-162.8273685197113
10000,-174.2128687868244
10100,-184.3041600589855
10200,-188.95649971972452
10300,-127.04695953847188
10400,-122.32437667950144
10500,-121.26587093046874
10600,-97.01781545510428
10700,-121.77480484565021
10800,-143.13148332525085
10900,-139.74976132544907
11000,-189.19337496370758
11100,-95.54497543805496
11200,-144.91675937716096
11300,-117.13100820225955
11400,-141.03615908089378
11500,-121.4085017549969
11600,-143.7275763864087
11700,-113.14251646973426
11800,-141.8822116092894
11900,-160.79901003106716
12000,-170.2597993304051
12100,-183.92281020550072
12200,-140.9172921209909
12300,-122.17865687731319
12400,-145.3710547829698
12500,-163.2949675809832
12600,-164.00542280492883
12700,-237.39503248184374
12800,-167.2886435205679
12900,-144.06210901447486
13000,-165.589895994161
13100,-164.66399633541587
13200,-184.389804442242
13300,-145.01954834987365
13400,-123.45643645655328
13500,-121.19550092042046
13600,-196.19294466522115
13700,-94.87715663953277
13800,-158.44099244005503
13900,-157.45597942742387
14000,-121.16472417579243
14100,-95.55128643884663
14200,-142.29658010387573
14300,-143.7027596669497
14400,-120.80538150749854
14500,-97.1102064286526
14600,-120.5952209716821
14700,-121.67398811299135
14800,-70.74842551879628
14900,-146.46383184858928
15000,-122.57481499046553
15100,-168.6062947094115
15200,-191.29070325621143
15300,-94.85146854234408
15400,-146.1505230613664
15500,-168.74471883311054
15600,-194.33952497920436
15700,-96.97309068921022
15800,-120.11426553962374
15900,-147.27430114801209
16000,-167.36527184397218
16100,-96.41780218963838
16200,-143.35820409003196
16300,-110.09523056511992
16400,-167.56153903522085
16500,-133.64790471280594
16600,-145.5394495369663
16700,-116.63155237726187
16800,-97.19549677942413
16900,-170.4243600015115
17000,-48.60059727704065
17100,-198.5154830949672
17200,-97.93588038578669
17300,-95.04854166813898
17400,-163.83357406939905
17500,-190.58085328809975
17600,-165.32345606417124
17700,-95.835466185338
17800,-167.62121050672232
17900,-141.5394390655325
18000,-163.41406387618773
18100,-191.25017366367973
18200,-143.48590939841523
18300,-250.5870434786131
18400,-182.44775008432626
18500,-140.50571820441763
18600,-144.72120633421
18700,-178.18413474496924
18800,-191.99675182377678
18900,-101.46191851378971
19000,-188.68600391083282
19100,-142.91544789549818
19200,-94.88693617941867
19300,-141.38384796272513
19400,-190.7882212224202
19500,-95.2658651883374
19600,-118.69535126663413
19700,-167.37987829158084
19800,-99.2332162173985
19900,-143.80595994818495
20000,-94.7722490812237
20100,-166.25395013998786
20200,-170.2615061418168
20300,-144.3298093814461
20400,-189.45926139154398
20500,-123.30888855493535
20600,-73.3290333446286
20700,-120.55836266006955
20800,-146.08571775457904
20900,-196.0499129905371
21000,-198.3436520726522
21100,-186.48269421011793
21200,-144.85720118804147
21300,-120.23453244769289
21400,-187.7069087424781
21500,-140.54887673387967
21600,-116.34784007538693
21700,-120.02609625844926
21800,-166.2151163663919
21900,-188.49248892837204
22000,-142.86124463505112
22100,-191.51439893193893
22200,-160.4448463392793
22300,-92.97533445878653
22400,-145.65057549744378
22500,-216.40793183663627
22600,-95.70780421365052
22700,-100.8359202728374
22800,-118.57195385071682
22900,-117.32564561378861
23000,-187.0128310806671
23100,-194.43100064327592
23200,-203.52297158780567
23300,-123.85385528640472
23400,-118.36897552300653
23500,-122.39386323629296
23600,-94.78664233595482
23700,-164.43751130872988
23800,-185.8379900286527
23900,-144.52520184692986
24000,-98.7371663347003
24100,-152.65351191068766
24200,-98.43334803425242
24300,-162.90372066524287
24400,-121.6574061491934
24500,-147.73725965321063
24600,-166.04194792904892
24700,-185.39012535237708
24800,-192.58476140985732
24900,-161.96466881125235
25000,-206.01415932923555
25100,-208.14264480895363
25200,-170.5365600680001
25300,-141.8264657585183
25400,-189.25076554476982
25500,-142.04821521230042
25600,-139.65981307443
25700,-97.83280267365043
25800,-191.5046306180884
25900,-124.55030665716622
26000,-169.11400068311485
26100,-185.45549728753977
26200,-146.89203040960712
26300,-147.23272539509927
26400,-120.27689865179127
26500,-168.01017131077825
26600,-126.36395431732527
26700,-165.0458339734003
26800,-99.51190750636161
26900,-143.80451142066158
27000,-168.3645748584182
27100,-140.36486855782567
27200,-186.24698871851433
27300,-188.6404832159169
27400,-166.53253440661356
27500,-146.1528313941206
27600,-166.74826469115214
27700,-153.92741592195816
27800,-99.79411663293722
27900,-122.92715124324896
28000,-145.00230879671872
28100,-147.48666814989411
28200,-164.17765133627108
28300,-141.21088741412387
28400,-120.59213317417307
28500,-101.61315500452183
28600,-203.74041709533194
28700,-238.53318586938548
28800,-120.95307398878504
28900,-142.81225618792232
29000,-120.50714033842087
29100,-188.44212164774072
29200,-126.5263274124125
29300,-186.72675265362486
29400,-97.22393598617055
29500,-159.37131556794048
29600,-99.5404342434369
29700,-121.2255637680646
29800,-191.23297994506137
29900,-173.07884825053625
30000,-165.48036935632118
30100,-105.41289337228518
30200,-120.02791512901895
30300,-120.97984946640209
30400,-183.3257080023177
30500,-166.21454532574862
30600,-126.11646322766319
30700,-214.63762726620772
30800,-210.81661745947787
30900,-167.1499358664267
31000,-118.604593614256
31100,-165.54491877872496
31200,-144.93858453100546
31300,-147.30172906173394
31400,-163.26280819159
31500,-112.99549528290518
31600,-248.49399551139214
31700,-169.89698572941126
31800,-75.00076492610387
31900,-194.75450797900558
32000,-170.9152158016339
32100,-167.91749244891108
32200,-79.61471657417715
32300,-97.14155626688152
32400,-195.83537397012114
32500,-105.03212496587075
32600,-187.33691274677403
32700,-124.85671348245815
32800,-121.54652351704426
32900,-167.22956298552452
33000,-121.65889840470626
33100,-192.92899250420743
33200,-144.67948713544757
33300,-147.1268004099373
33400,-102.9931404992938
33500,-162.91048564938828
33600,-99.67338192844764
33700,-168.04268991863356
33800,-100.00111273485236
33900,-125.14419033881276
34000,-215.0167381329462
34100,-147.5603698365856
34200,-75.24054303355516
34300,-199.27007380248978
34400,-80.44254507119767
34500,-146.42790555523243
34600,-141.0556110447971
34700,-139.6327040791977
34800,-169.37119315725286
34900,-101.21475174757651
35000,-141.86962833874858
35100,-182.82435940229334
35200,-213.86472290605306
35300,-278.7639134210534
35400,-149.1475355958566
35500,-121.22755777603015
35600,-174.13150045648217
35700,-121.29497946971097
35800,-125.70279197590426
35900,-122.43707153936847
36000,-74.66528276689351
36100,-145.21604750123805
36200,-191.2462197435554
36300,-100.08102551396004
36400,-169.44647217541933
36500,-123.39526642287383
36600,-124.79350267006085
36700,-55.13514942415058
36800,-219.06195538607426
36900,-124.50903865620494
37000,-146.16547093139962
37100,-124.60305295069702
37200,-144.02731028348208
37300,-97.60547241638415
37400,-118.72833728045225
37500,-149.63298301305622
37600,-127.08755812672898
37700,-141.11061912812292
37800,-171.405070576258
37900,-122.32566903275438
38000,-167.29053493309766
38100,-172.41122980564833
38200,-151.68892962760293
38300,-97.15460615078919
38400,-96.97764308135956
38500,-154.05867331246844
38600,-122.08283127928152
38700,-196.14349669776857
38800,-132.9299161039293
38900,-151.01544078034348
39000,-148.31881529958918
39100,-102.35507700475864
39200,-124.54884243090638
39300,-142.65772244497202
39400,-102.50979027063586
39500,-144.28617665832863
39600,-55.67373190326616
39700,-151.83076201509684
39800,-211.25404893616215
39900,-166.73195504890754
40000,-146.86571326302365
40100,-171.36693749139084
40200,-126.84912410750985
40300,-147.07547868769615
40400,-168.9212437205948
40500,-195.205332855694
40600,-145.90072871437297
40700,-101.99278669096529
40800,-123.57180706132203
40900,-105.48626089165919
41000,-189.58991607227364
41100,-148.67620828035288
41200,-153.3754752896726
41300,-126.98305627391673
41400,-224.290926733939
41500,-168.50753300045616
41600,-173.15034748041072
41700,-130.2087089249864
41800,-153.48731603361665
41900,-183.87031212390866
42000,-124.50118874553591
42100,-152.0610117742559
42200,-128.7673652612604
