timesteps,rewards
100,-1295.0919615983962
200,-1393.8403143405915
300,-1731.0817415609956
400,-1586.0436939388514
500,-1535.3500883743168
600,-1703.785917544365
700,-1600.3515267132316
800,-1503.956543469429
900,-1415.1747448168694
1000,-1465.6018497526645
1100,-1482.3166037380695
1200,-1533.3985678955912
1300,-1464.1061444520951
1400,-1477.1220418557525
1500,-1442.3932647943498
1600,-1336.4806451052427
1700,-1506.5323136806487
1800,-1380.558525108546
1900,-1220.02333210269
2000,-1010.4031377837061
2100,-1040.4343644022942
2200,-903.2111953439191
2300,-857.5088633954525
2400,-851.5887860424816
2500,-771.6119342847727
2600,-940.6092365756631
2700,-737.5444843530655
2800,-736.9871763787581
2900,-711.0198013335466
3000,-747.6977678060532
3100,-1041.9814918652178
3200,-1029.9898663908243
3300,-671.1931844532489
3400,-683.2894189238548
3500,-720.8245107501746
3600,-274.3434874713421
3700,-261.67968766093253
3800,-208.72685222746804
3900,-343.26491579152645
4000,-274.0046308882535
4100,-89.74803504906595
4200,-264.1020337569527
4300,-208.78604632597416
4400,-162.43499174043535
4500,-263.31649297364055
4600,-140.9781780092977
4700,-593.5605484947562
4800,-134.2434404052794
4900,-327.40172230117025
5000,-202.69729612208903
5100,-208.01369778513907
5200,-181.0578440539539
5300,-209.16999394670128
5400,-173.9045832976699
5500,-188.32128200328444
5600,-433.6822094876319
5700,-497.57969288676975
5800,-753.4864505198784
5900,-484.3873931221664
6000,-216.92075367569925
6100,-124.86878867670893
6200,-404.17956516304986
6300,-173.82185495104642
6400,-201.13349847523494
6500,-152.08984730001538
6600,-223.50920703671872
6700,-122.00853432479781
6800,-167.8960638071876
6900,-124.27524213194847
7000,-180.70533952674378
7100,-256.7753672354156
7200,-125.87999961572932
7300,-98.43463346674108
7400,-73.65474785109981
7500,-75.44596036793664
7600,-171.08812846179353
7700,-76.35853020252253
7800,-99.13763691801577
7900,-171.76887733023614
8000,-150.5668463204056
8100,-151.50108314435928
8200,-173.51551399398596
8300,-101.36385132968425
8400,-143.54016849447507
8500,-205.5350651593879
8600,-164.31122471503915
8700,-206.2688708718866
8800,-102.67223575906829
8900,-243.57204202339054
9000,-176.1812194984406
9100,-79.89744512364268
9200,-214.1576457194984
9300,-248.13449192270636
9400,-101.97685996051878
9500,-222.45716839171945
9600,-213.48890926111488
9700,-128.4129963338375
9800,-120.86577942240983
9900,-171.5548959348351
10000,-194.8811575302854
10100,-157.2582917355001
10200,-243.29797202534974
10300,-98.26744821127504
10400,-163.36243153326214
10500,-145.64347005784512
10600,-76.59376197196544
10700,-150.16480323933064
10800,-149.18784834891557
10900,-147.13499701358379
11000,-76.49540708214045
11100,-204.81986080557107
11200,-149.53028094023466
11300,-50.717294171918184
11400,-143.0908412773162
11500,-226.76903352439405
11600,-146.65880098566413
11700,-199.30580089632423
